,princeton_positions,o_net_titles,similarity_score
2945,Sales And Marketing Specialist,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.45226701686664544
2946,DESRI Analyst,Food Preparation Workers,0.0
2947,Business Director,Business Continuity Planners,0.408248290463863
2948,Commercial Operations Associate,Commercial Divers,0.408248290463863
2949,Teacher Assistant,Food Preparation Workers,0.0
2950,Social Chair,Healthcare Social Workers,0.408248290463863
2951,Customer Strategy & Applied Design Consultant,Customer Service Representatives,0.25819888974716115
2952,Data Visualization Analyst,Data Scientists,0.408248290463863
2953,Embedded Software Engineer,Software Developers,0.408248290463863
2954,System Test Engineer III,Chemical Plant and System Operators,0.22360679774997896
2955,Paralegal and Business Manager,"Agents and Business Managers of Artists, Performers, and Athletes",0.45226701686664544
2956,Parish Administrator,Food Preparation Workers,0.0
2957,Senior Development Lead,Training and Development Managers,0.2886751345948129
2958,Bid Director,Food Preparation Workers,0.0
2959,Professional Practice Manager,Advanced Practice Psychiatric Nurses,0.2886751345948129
2960,Deputy General Counsel,"Dentists, General",0.408248290463863
2961,Doctoral Resident,Food Preparation Workers,0.0
2962,Associate Architect,Food Preparation Workers,0.0
2963,Tax Manager,Tax Preparers,0.4999999999999999
2964,Vice President of Finance & Operations,First-Line Supervisors of All Other Tactical Operations Specialists,0.2981423969999719
2965,Staff Machine Learning Engineer,Sewing Machine Operators,0.2886751345948129
2966,Assistant Group Interpretation Director,Exercise Trainers and Group Fitness Instructors,0.20412414523193154
2967,Chief Innovation Officer,Chief Executives,0.408248290463863
2968,Co-Instructor,Food Preparation Workers,0.0
2969,Associate Investment Officer,Investment Fund Managers,0.3333333333333334
2970,Senior Mechanical Engineer III,Mechanical Drafters,0.35355339059327373
2971,Senior AI Research Engineer,Clinical Research Coordinators,0.2886751345948129
2972,Senior Content and Engagement Lead,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.32539568672798425
2973,Senior Learning Design Engineer,Food Preparation Workers,0.0
2974,Finance & Operations Manager,Airfield Operations Specialists,0.3333333333333334
2975,Resident,Food Preparation Workers,0.0
2976,Continuing Lecturer,Food Preparation Workers,0.0
2977,Mission Manager,Food Preparation Workers,0.0
2978,Executive Assistant To President,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
2979,Overseas Manager,Food Preparation Workers,0.0
2980,Co-Founder and CEO,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
2981,Laboratory Chemist,Ophthalmic Laboratory Technicians,0.408248290463863
2982,Chief Technology Officer,Chief Executives,0.408248290463863
2983,Corporate Practice Manager,Advanced Practice Psychiatric Nurses,0.2886751345948129
2984,Manager of Attorney Development,Training and Development Managers,0.25
2985,Corporate Responsibility Manager,Food Preparation Workers,0.0
2986,Junior Project Manager,Project Management Specialists,0.3333333333333334
2987,Surgical Physician Assistant,Physician Assistants,0.408248290463863
2988,Rising Chief Resident,Chief Executives,0.408248290463863
2989,Senior Manager of Strategy & Growth,Cleaners of Vehicles and Equipment,0.19999999999999998
2990,Principal Strategic Consultant,Food Preparation Workers,0.0
2991,Arts Program Coordinator,Food Preparation Workers,0.0
2992,Partner Success Team Lead,Team Assemblers,0.35355339059327373
2993,Merchant,Food Preparation Workers,0.0
2994,Story Producer,Food Preparation Workers,0.0
2995,Recruiter,Food Preparation Workers,0.0
2996,Creative Director,"Poets, Lyricists and Creative Writers",0.3162277660168379
2997,Head Basketball Coach,Chefs and Head Cooks,0.2886751345948129
2998,Named Curatorial Fellow,Food Preparation Workers,0.0
2999,Principal Program Manager,Food Preparation Workers,0.0
3000,Academic Tutor,Food Preparation Workers,0.0
3001,Doctoral Student,Food Preparation Workers,0.0
3002,Climate Solutions Specialist,Climate Change Policy Analysts,0.2886751345948129
3003,Creative Writing Instructor,"Poets, Lyricists and Creative Writers",0.25819888974716115
3004,General Manager of Audio,"Dentists, General",0.35355339059327373
3005,Acting Deputy Director,Food Preparation Workers,0.0
3006,Investment Banking Vice President,Investment Fund Managers,0.2886751345948129
3007,Project Coordinator,Project Management Specialists,0.408248290463863
3008,Executive Chief of Staff,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
3009,Mechanical Engineer II,Mechanical Drafters,0.408248290463863
3010,Legislative & Policy Analyst,Climate Change Policy Analysts,0.2886751345948129
3011,Senior Generalist,Food Preparation Workers,0.0
3012,Graduate Student Instructor,Food Preparation Workers,0.0
3013,Family Law Attorney,Family Medicine Physicians,0.3333333333333334
3014,Quality Assurance Manager,Software Quality Assurance Analysts and Testers,0.4714045207910318
3015,Fixed Income Trader,Food Preparation Workers,0.0
3016,Data Analytics Developer,Data Scientists,0.408248290463863
3017,Public Finance Investment Banking Associate,Public Relations Specialists,0.25819888974716115
3018,Research Study Assistant,Clinical Research Coordinators,0.3333333333333334
3019,Localization Narrative Arts Lead,Food Preparation Workers,0.0
3020,System Engineer,Chemical Plant and System Operators,0.3162277660168379
3021,Venture Partner,Food Preparation Workers,0.0
3022,Operating Partner,Operating Engineers and Other Construction Equipment Operators,0.26726124191242434
3023,Research Affiliate,Clinical Research Coordinators,0.408248290463863
3024,acquisitions editor,Food Preparation Workers,0.0
3025,Technical Co-Founder,Technical Writers,0.408248290463863
3026,Engines Flight Support Engineering Manager,Flight Attendants,0.3162277660168379
3027,Critical Care Fellow,Critical Care Nurses,0.6666666666666669
3028,Law Clerk,"Law Teachers, Postsecondary",0.408248290463863
3029,Algorithm Developer,Food Preparation Workers,0.0
3030,Licensed Real Estate Agent,Real Estate Brokers,0.5773502691896258
3031,Assistant Engineer,Food Preparation Workers,0.0
3032,Senior Business Analyst,Business Continuity Planners,0.3333333333333334
3033,Yoga Instructor,Food Preparation Workers,0.0
3034,Presidential Fellow,Food Preparation Workers,0.0
3035,Forward Deployed Machine Learning Engineer,Sewing Machine Operators,0.25819888974716115
3036,Teacher,Food Preparation Workers,0.0
3037,Restaurant Manager,"Cooks, Restaurant",0.4999999999999999
3038,Student Services Advisor,Administrative Services Managers,0.3333333333333334
3039,Business Development Director,Business Continuity Planners,0.3333333333333334
3040,Academic Coach,Food Preparation Workers,0.0
3041,Associate Data Analyst,Data Scientists,0.408248290463863
3042,Instructional Associate,Instructional Coordinators,0.4999999999999999
3043,Program Development Manager II,Training and Development Managers,0.25
3044,Integration and Test Engineer,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
3045,Product Marketing,Marketing Managers,0.4999999999999999
3046,Innovation & Growth Strategy Consultant,Food Preparation Workers,0.0
3047,Principal Analyst,Food Preparation Workers,0.0
3048,Senior HRIS Analyst,Food Preparation Workers,0.0
3049,Chief Legal Liaison,Chief Executives,0.408248290463863
3050,11th and 12th Grade Postsecondary Placement Counselor,"Philosophy and Religion Teachers, Postsecondary",0.3380617018914066
3051,Entrepreneur,Food Preparation Workers,0.0
3052,Informatics Analyst II,Health Informatics Specialists,0.3333333333333334
3053,Risk Associate,Financial Risk Specialists,0.408248290463863
3054,Scholar,Food Preparation Workers,0.0
3055,Product Consultant,Demonstrators and Product Promoters,0.35355339059327373
3056,Strategist,Food Preparation Workers,0.0
3057,Director - Unit,"Service Unit Operators, Oil and Gas",0.2886751345948129
3058,Loan Officer,Loan Officers,0.4999999999999999
3059,Head Photographer,Chefs and Head Cooks,0.35355339059327373
3060,Foreign Service Officer,Food Service Managers,0.3333333333333334
3061,Instructor,Food Preparation Workers,0.0
3062,Vice President of Product,Demonstrators and Product Promoters,0.25
3063,Venture Chief Technology Officer,Chief Executives,0.35355339059327373
3064,Strategy & Planning Manager,"Production, Planning, and Expediting Clerks",0.25819888974716115
3065,Product Partnerships Manager,Demonstrators and Product Promoters,0.2886751345948129
3066,Pro Bono Fellow,Food Preparation Workers,0.0
3067,Data Systems Associate Director,Data Scientists,0.35355339059327373
3068,Client Relations Manager,Public Relations Specialists,0.3333333333333334
3069,Solicited Content Editor,Food Preparation Workers,0.0
3070,Freelance Crossword Constructor & Editor,Food Preparation Workers,0.0
3071,Defensive Coordinator,Food Preparation Workers,0.0
3072,Senior Manufacturing Engineer,Manufacturing Engineers,0.408248290463863
3073,Full-Stack Developer,Food Preparation Workers,0.0
3074,Product Policy Lead,Demonstrators and Product Promoters,0.2886751345948129
3075,Presidential Management Fellow,Management Analysts,0.408248290463863
3076,Public Services Librarian,Administrative Services Managers,0.3333333333333334
3077,Marine Mechanical Engineer,Mechanical Drafters,0.408248290463863
3078,3D Artist,Food Preparation Workers,0.0
3079,Program Analyst,Food Preparation Workers,0.0
3080,Chemical Engineer,Chemical Engineers,0.4999999999999999
3081,Land Acquisition Analyst,Food Preparation Workers,0.0
3082,Technical Designer,Technical Writers,0.4999999999999999
3083,Lead Staff Data Scientist,Data Scientists,0.35355339059327373
3084,Chief Strategy Officer,Chief Executives,0.408248290463863
3085,Executive Project Manager,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
3086,Algorithmic Trader,Food Preparation Workers,0.0
3087,Senior Platform Consultant,Food Preparation Workers,0.0
3088,Associate Trial Attorney,Food Preparation Workers,0.0
3089,Consumer Direct Marketing Manager,Marketing Managers,0.35355339059327373
3090,Self-Employed,Self-Enrichment Teachers,0.408248290463863
3091,Senior Research Fellow,Clinical Research Coordinators,0.3333333333333334
3092,Business Development Executive,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
3093,Account Supervisor,Bill and Account Collectors,0.35355339059327373
3094,Special Education Teacher,"Special Education Teachers, Preschool",0.5773502691896258
3095,Campus Staff Minister,Food Preparation Workers,0.0
3096,Summer Associate,Food Preparation Workers,0.0
3097,PGY-1 Resident,Food Preparation Workers,0.0
3098,Monographs Cataloger,Food Preparation Workers,0.0
3099,Teacher Consultant,Food Preparation Workers,0.0
3100,Senior Equities Analyst,Food Preparation Workers,0.0
3101,General Superintendent,"Dentists, General",0.4999999999999999
3102,Marketing Assistant,Marketing Managers,0.4999999999999999
3103,Strategic Account Executive,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
3104,Research & Development Leadership Development Program Engineer,Training and Development Managers,0.35355339059327373
3105,Health Editor,Mental Health Counselors,0.408248290463863
3106,Project Architect,Project Management Specialists,0.408248290463863
3107,Senior Coordinator of Development,Training and Development Managers,0.25
3108,Technical Project Manager,Technical Writers,0.408248290463863
3109,Model Developer,"Model Makers, Wood",0.408248290463863
3110,Group Derivative Products Compliance Officer,Compliance Managers,0.3162277660168379
3111,Postdoctoral Associate,Food Preparation Workers,0.0
3112,GNC Engineer,Food Preparation Workers,0.0
3113,Health & Benefits Consultant,Mental Health Counselors,0.3333333333333334
3114,Senior Quantum Engineer,Food Preparation Workers,0.0
3115,Global Product Lead,Demonstrators and Product Promoters,0.2886751345948129
3116,Associate Principal,Food Preparation Workers,0.0
3117,Assistant Principal,Food Preparation Workers,0.0
3118,Lead Scientific Program Manager,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.15075567228888181
3119,AI Engineer II,Food Preparation Workers,0.0
3120,Senior Corporate Development Analyst,Training and Development Managers,0.25
3121,Science Writer,Forensic Science Technicians,0.408248290463863
3122,Middle School Science Teacher,"Special Education Teachers, Middle School",0.4472135954999579
3123,Product Development & Strategy Lead,Biofuels/Biodiesel Technology and Product Development Managers,0.3779644730092272
3124,Equity Specialist,Food Preparation Workers,0.0
3125,Professional Hockey Player,Food Preparation Workers,0.0
3126,Monitoring & Evaluation Officer,Nuclear Monitoring Technicians,0.3333333333333334
3127,Rates Trading Analyst,Food Preparation Workers,0.0
3128,Quantitative Trader,Financial Quantitative Analysts,0.408248290463863
3129,Associate Story Editor,Food Preparation Workers,0.0
3130,Script Writer,Food Preparation Workers,0.0
3131,Broadband Consultant,Food Preparation Workers,0.0
3132,HR Data Analyst,Data Scientists,0.408248290463863
3133,Contributing Analyst,Food Preparation Workers,0.0
3134,Senior Communications Analyst,"Communications Teachers, Postsecondary",0.3333333333333334
3135,Middle School English Teacher,"Special Education Teachers, Middle School",0.4472135954999579
