,Target Job Title,Matched Job Title,Similarity Score
2586,Lead Certified Climbing Wall Instructor,Athletic Trainers,0.44607592
2587,Academic Coordinator,Instructional Coordinators,0.775886
2588,Human Services Specialist,Human Resources Specialists,0.7929676
2589,Junior Copywriter,File Clerks,0.4968515
2590,Assistant Director,Medical Assistants,0.62839943
2591,Battalion Air Officer,Air Crew Officers,0.72685486
2592,Digital Fellow,Web and Digital Interface Designers,0.4465471
2593,Editor and Writer,Editors,0.8203745
2594,Associate Consultant,"Business Operations Specialists, All Other",0.5508176
2595,Freelance Marketing Consultant,Marketing Managers,0.5906031
2596,Enterprise Client Service Partner,Customer Service Representatives,0.38738054
2597,Senior Mechanical Engineer,Mechanical Engineers,0.8127115
2598,Digital Account Executive,New Accounts Clerks,0.5518155
2599,Co-Vice President,Chief Executives,0.4275459
2600,Staff Geologist,"Geological Technicians, Except Hydrologic Technicians",0.6354213
2601,Marketing Intern,Marketing Managers,0.6518544
2602,Senior Staff Attorney,Emergency Management Directors,0.57584554
2603,Studio Artist,Craft Artists,0.70105517
2604,Fellow Physician,"Physicians, All Other",0.7427338
2605,Senior Research Manager,Clinical Research Coordinators,0.6361834
2606,Development Assistant,Training and Development Specialists,0.689793
2607,Internal Medicine Hospitalist,General Internal Medicine Physicians,0.79781675
2608,Commander,Command and Control Center Officers,0.58762497
2609,Portfolio Associate,Financial and Investment Analysts,0.53402746
2610,Anti-Money Laundering Associate,"Financial Specialists, All Other",0.4193546
2611,Senior Adviser,Residential Advisors,0.62453336
2612,Emerging Markets Credit Trader,Credit Analysts,0.59614444
2613,Associate Portfolio Manager,Investment Fund Managers,0.64273
2614,Lead Architect,Landscape Architects,0.5628208
2615,Psychology Resident,Psychiatric Technicians,0.5951587
2616,Actress,Actors,0.62313807
2617,Backend Engineer III,Manufacturing Engineers,0.59818155
2618,Education Policy Analyst,"Education Administrators, All Other",0.6063838
2619,Employee Engagement & Business Services Training Program Manager,Training and Development Managers,0.5479933
2620,Senior Clinical Trials Specialist,Clinical Research Coordinators,0.5878173
2621,Historian,Historians,0.93668973
2622,Senior Product Design Engineer,Manufacturing Engineers,0.61156845
2623,Associate Teacher,"Teaching Assistants, All Other",0.6847288
2624,Aerospace and Mechanical Engineer,Aerospace Engineers,0.9329399
2625,MSt Candidate,Political Scientists,0.33106261
2626,Hematology Oncology Fellow,Histology Technicians,0.4311872
2627,College Guidance Director,"Educational, Guidance, and Career Counselors and Advisors",0.6902406
2628,Co-Manager,"Managers, All Other",0.6851014
2629,Research Coordinator II,Clinical Research Coordinators,0.7685977
2630,Copyeditor,Editors,0.5345105
2631,Assistant Barn Manager,Veterinary Assistants and Laboratory Animal Caretakers,0.55076253
2632,Research Product Manager,Project Management Specialists,0.5561646
2633,Cofounder,Producers and Directors,0.3775605
2634,Q Clinic: Clinical Student,Medical and Clinical Laboratory Technicians,0.5430831
2635,Music Coordinator,Music Therapists,0.7521033
2636,Benefits Architect,Compensation and Benefits Managers,0.6477974
2637,Skills Trainer II,Athletic Trainers,0.6264325
2638,Master Candidate,"Managers, All Other",0.39696193
2639,Structural and Mechanical Engineer,Mechanical Engineers,0.82162094
2640,Marketing and Social Media Associate,Marketing Managers,0.51885474
2641,Legal Recovery Assistant,Paralegals and Legal Assistants,0.5170382
2642,Private Equity Investor,Financial and Investment Analysts,0.52260995
2643,Assistant Unit Leader,"Military Officer Special and Tactical Operations Leaders, All Other",0.5747422
2644,Licensed Naturopathic Doctor,Naturopathic Physicians,0.8974544
2645,High School Science Teacher,"Mathematical Science Teachers, Postsecondary",0.7064666
2646,First Grade Resource Teacher,"Teachers and Instructors, All Other",0.5566169
2647,Physician,"Physicians, All Other",0.8536258
2648,Fabrication Engineer II,Manufacturing Engineers,0.75630695
2649,Senior Director of Impact,Chief Sustainability Officers,0.4872601
2650,Business Operations and Ecommerce Senior Manager,Sales Managers,0.64214945
2651,US Privacy Compliance & Information Security Governance Lead,Compliance Managers,0.49258602
2652,Events Coordinator,Instructional Coordinators,0.6488811
2653,CRM Manager,Marketing Managers,0.600936
2654,Inbound Wholesaling Associate,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0.45091453
2655,Senior Product Marketing Manager,Marketing Managers,0.8019489
2656,NSF EAR Postdoctoral Research Fellow,Hearing Aid Specialists,0.5227209
2657,Lead Manager,"Managers, All Other",0.6662471
2658,Climate Resilience Specialist,Sustainability Specialists,0.6305597
2659,Formation and Aging Process Engineer,Manufacturing Engineers,0.58371806
2660,Project Accountant,Project Management Specialists,0.6935898
2661,Clinical Scientist II,"Biological Scientists, All Other",0.5798634
2662,User Experiance Researcher,Survey Researchers,0.5143435
2663,Associate Analyst,Management Analysts,0.67453396
2664,3B Teacher,"Teachers and Instructors, All Other",0.5461934
2665,Research Consultant,Clinical Research Coordinators,0.6569823
2666,Communications Officer,Telecommunications Engineering Specialists,0.69598305
2667,Investigator,Detectives and Criminal Investigators,0.7004839
2668,Lead Mechanical Engineer,Mechanical Engineers,0.69563836
2669,International Student & Scholar Coordinator,"Foreign Language and Literature Teachers, Postsecondary",0.49896684
2670,Senior Assistant Planner,Residential Advisors,0.5746474
2671,Human Resources Information System Analyst,Human Resources Specialists,0.7332901
2672,Board Observer,School Bus Monitors,0.3802523
2673,Management Consulting Manager,Management Analysts,0.6593998
2674,Head Coach,Coaches and Scouts,0.5973336
2675,Project Engineer III,Project Management Specialists,0.6720724
2676,Full Stack Engineer,Manufacturing Engineers,0.6031469
2677,Psychiatric Nurse Practitioner,Advanced Practice Psychiatric Nurses,0.7894534
2678,Member,Air Crew Members,0.48703396
2679,Geologist I,"Geological Technicians, Except Hydrologic Technicians",0.6346071
2680,Investment Banking Senior Analyst,Financial and Investment Analysts,0.72213596
2681,Script Reader,Technical Writers,0.33951786
2682,Interim Director,Emergency Management Directors,0.55886394
2683,SSD Firmware Simulation Engineer,Computer Hardware Engineers,0.40397468
2684,Co-Host,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.44408327
2685,Cognitive Consultant,Occupational Therapists,0.5259409
2686,Manager of Instruction,Instructional Coordinators,0.69604677
2687,Research Development Software Engineer,Software Developers,0.74435365
2688,Impact Strategist,Search Marketing Strategists,0.40453663
2689,Head of Product,Shampooers,0.45234764
2690,Curriculum Production Associate,Instructional Coordinators,0.60432076
2691,Senior Instructor,"Teachers and Instructors, All Other",0.6476981
2692,Assistant Medical Director,Medical Assistants,0.78877527
2693,Music Tech Founder,Music Therapists,0.5692409
2694,Mathematical Statistician,Statisticians,0.8566861
2695,Faculty Lecturer,"Teachers and Instructors, All Other",0.60205853
2696,Bioethicist,Biostatisticians,0.4875101
2697,Editor At Large,Editors,0.71837115
2698,R&D Manager,"Managers, All Other",0.6647997
2699,Freelance Photojournalist,Photographers,0.49582618
2700,Pro Tutor,Tutors,0.7651619
2701,Satellite Systems Engineer,Aerospace Engineers,0.6608248
2702,Founder & CEO,Chief Executives,0.67836976
2703,Child Life Assistant,Childcare Workers,0.54980886
2704,MFA Student,"Educational, Guidance, and Career Counselors and Advisors",0.4838714
2705,Admission Counselor,"Counselors, All Other",0.7025204
2706,Veterinarian Reviewer,Veterinarians,0.74998295
2707,Physical Security Engineer,Information Security Engineers,0.76890445
2708,Regional Spirits & RTD Manager,Industrial Production Managers,0.43239146
2709,Lead Revenue Operations Analyst,Operations Research Analysts,0.58719635
2710,Social Service Program Data Manager,Social and Community Service Managers,0.66204894
2711,Junior Partner,Labor Relations Specialists,0.43336868
2712,Administrative Fellow,Administrative Services Managers,0.67234117
2713,Technical Analyst,Management Analysts,0.7006497
2714,Experience Lead,Talent Directors,0.4025581
2715,Senior Managing Director,Administrative Services Managers,0.60203195
2716,Ecommerce Manager,Purchasing Managers,0.5827502
2717,Math Teacher,"Mathematical Science Teachers, Postsecondary",0.7795081
2718,Senior Manager II,"Managers, All Other",0.5661337
2719,Certified Nurse Midwife,Nurse Midwives,0.8394984
2720,MBA Student,Financial Managers,0.47652054
2721,Search Manager,Search Marketing Strategists,0.50388885
2722,Senior Development Assistant,Training and Development Specialists,0.62047374
2723,Quant Engineer,Manufacturing Engineers,0.72084177
2724,Strategy and Consulting Senior Analyst,Management Analysts,0.6564648
2725,Freelance Journalist,"News Analysts, Reporters, and Journalists",0.5834124
2726,LA Digital Marketing Manager,Marketing Managers,0.71686935
2727,Head Masters Coach,Coaches and Scouts,0.500764
2728,Member of Technical Staff,Customer Service Representatives,0.5637725
2729,Family Medicine Physician,Family Medicine Physicians,0.9763931
2730,Senior Cloud Customer Engineer,Customer Service Representatives,0.54624677
2731,Engineering Leader,"Engineers, All Other",0.66408503
2732,Chief Research Officer,Chief Sustainability Officers,0.68807995
2733,Data Analyst II,Data Scientists,0.659148
2734,Audit Support Assistant,Accountants and Auditors,0.54233277
2735,Staff Product Manager,Sales Managers,0.66485345
2736,Software Developer I,Software Developers,0.90307856
2737,Medical Research Scholar,Clinical Research Coordinators,0.63654095
2738,Associate Quantitative Researcher,Financial Quantitative Analysts,0.66091776
2739,Senior UX Analyst,Management Analysts,0.69306004
2740,Commercial Enterprise Lead,Marketing Managers,0.52639264
2741,Executive Business Partner,Chief Executives,0.508149
2742,Art Teacher,Art Therapists,0.7314421
2743,Content Marketing Writer,Marketing Managers,0.5884634
2744,Associate Physician,Physician Assistants,0.80213153
2745,College Essay Coach,"Postsecondary Teachers, All Other",0.5151487
2746,Workday Integrations Consultant,"Business Operations Specialists, All Other",0.4432237
2747,Chief Urology Resident,Urologists,0.6222944
2748,Postgraduate Research Associate,Training and Development Specialists,0.5572933
2749,Art Director,Art Directors,0.9335745
2750,Research Scientist II,Computer and Information Research Scientists,0.6026955
2751,Chemist,Chemists,0.9302486
2752,Sleep Medicine Fellow,"Physicians, All Other",0.5032798
2753,Chief Communications Officer,Chief Executives,0.67627186
2754,Senior Market Research Manager,Market Research Analysts and Marketing Specialists,0.6723442
2755,Clinical Cardiology Fellow,Cardiologists,0.7741029
2756,Technical Lead,Technical Writers,0.5389703
2757,Genetic Counselor,Genetic Counselors,0.97074294
2758,Front Desk Clerk,"Office Clerks, General",0.69966614
2759,Fixed Income Analyst,Financial and Investment Analysts,0.6286855
2760,Senior Data Operations Associate,"Business Operations Specialists, All Other",0.5702708
2761,Trainer,Athletic Trainers,0.83022535
2762,Associate Director of Innovation and Learning,Training and Development Specialists,0.5256303
2763,Fulbright Research Scholar,Archivists,0.46185726
2764,Environmental Communications Specialist,Telecommunications Engineering Specialists,0.6663109
2765,Registered Dietitian,Dietitians and Nutritionists,0.84180313
2766,Compensation Analyst,"Compensation, Benefits, and Job Analysis Specialists",0.68849593
2767,Insights Lead,Intelligence Analysts,0.4619642
2768,Publicity Manager,Marketing Managers,0.6608753
2769,Psychiatry Resident Physician,Psychiatric Technicians,0.6865531
2770,Business Operations and Strategy Lead,General and Operations Managers,0.5370412
2771,Account Lead,Bill and Account Collectors,0.494874
2772,Chief Brand Officer,Chief Executives,0.64521694
2773,Legal Services Assistant,Paralegals and Legal Assistants,0.77452314
2774,Contract User Research Associate,Labor Relations Specialists,0.52372086
2775,Stanford Humanities Center Dissertation Prize Fellow,"Social Scientists and Related Workers, All Other",0.4314348
2776,Clinical Instructor,Instructional Coordinators,0.62502044
2777,Translator,Interpreters and Translators,0.74582106
2778,Operation Manager,General and Operations Managers,0.77492917
2779,Managing Actuary,Actuaries,0.62174773
2780,Staff Counselor,"Counselors, All Other",0.7655945
2781,Real Estate Analyst,Real Estate Brokers,0.6854272
2782,Analytics Specialist,Business Intelligence Analysts,0.62933946
2783,Graduate Teaching Fellow,"Postsecondary Teachers, All Other",0.648088
2784,Senior International Product Manager,Industrial Production Managers,0.5858923
2785,Individual Giving Manager,"Managers, All Other",0.5675883
2786,Science Policy Fellow,"Life Scientists, All Other",0.61785585
2787,Registered Patent Agent,Insurance Sales Agents,0.5216533
2788,Predoctoral Young Investigator,Detectives and Criminal Investigators,0.52366173
2789,Public Sector Consultant,Public Relations Specialists,0.64233565
